,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
4862,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4862,ddr4,DIMM
4863,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,4863,ddr5,DIMM
4864,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,4864,ddr4,DIMM
4865,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,4865,ddr4,DIMM
4866,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4866,ddr4,DIMM
4867,Patriot Signature 1 GB,2,intel,6,False,6.14,4867,ddr5,DIMM
4868,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,4868,ddr5,DIMM
4869,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,4869,ddr4,DIMM
4870,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,4870,ddr5,DIMM
4871,G.Skill Aegis 4 GB,2,intel,15,False,6.14,4871,ddr5,DIMM
4872,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,4872,ddr5,DIMM
4873,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,4873,ddr4,DIMM
4874,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,4874,ddr5,DIMM
4875,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,4875,ddr5,DIMM
4876,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,4876,ddr5,DIMM
4877,Crucial Ballistix 16 GB,2,intel,15,False,3.06,4877,ddr4,DIMM
4878,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4878,ddr5,DIMM
4879,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,4879,ddr4,DIMM
4880,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4880,ddr4,DIMM
4881,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,4881,ddr5,DIMM
4882,Team Elite 8 GB,4,amd,22,True,3.06,4882,ddr4,DIMM
4883,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4883,ddr4,DIMM
4884,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,4884,ddr5,DIMM
4885,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4885,ddr5,DIMM
4886,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,4886,ddr5,DIMM
4887,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4887,ddr4,DIMM
4888,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4888,ddr5,DIMM
4889,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,4889,ddr5,DIMM
4890,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4890,ddr5,DIMM
4891,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4891,ddr4,DIMM
4892,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,4892,ddr5,DIMM
4893,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,4893,ddr5,DIMM
4894,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4894,ddr4,DIMM
4895,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4895,ddr4,DIMM
4896,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,4896,ddr4,DIMM
4897,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4897,ddr4,DIMM
4898,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,4898,ddr4,DIMM
4899,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,4899,ddr5,DIMM
4900,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4900,ddr4,DIMM
4901,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4901,ddr4,DIMM
4902,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4902,ddr4,DIMM
4903,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,4903,ddr4,DIMM
4904,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4904,ddr5,DIMM
4905,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4905,ddr4,DIMM
4906,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4906,ddr4,DIMM
4907,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,4907,ddr5,DIMM
4908,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,4908,ddr5,DIMM
4909,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4909,ddr4,DIMM
4910,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4910,ddr5,DIMM
4911,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,4911,ddr4,DIMM
4912,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,4912,ddr5,DIMM
4913,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,4913,ddr4,DIMM
4914,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4914,ddr4,DIMM
4915,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4915,ddr5,DIMM
4916,G.Skill Aegis 16 GB,2,intel,16,False,3.06,4916,ddr4,DIMM
4917,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4917,ddr4,DIMM
4918,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,4918,ddr5,DIMM
4919,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,4919,ddr5,DIMM
4920,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4920,ddr4,DIMM
4921,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4921,ddr4,DIMM
4922,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4922,ddr5,DIMM
4923,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4923,ddr4,DIMM
4924,G.Skill Aegis 8 GB,2,intel,16,False,3.06,4924,ddr4,DIMM
4925,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,4925,ddr4,DIMM
4926,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,4926,ddr5,DIMM
4927,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,4927,ddr5,DIMM
4928,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4928,ddr4,DIMM
4929,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4929,ddr4,DIMM
4930,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4930,ddr4,DIMM
4931,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4931,ddr4,DIMM
4932,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4932,ddr5,DIMM
4933,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,4933,ddr4,DIMM
4934,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4934,ddr4,DIMM
4935,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,4935,ddr4,DIMM
4936,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,4936,ddr5,DIMM
4937,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4937,ddr4,DIMM
4938,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,4938,ddr4,DIMM
4939,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,4939,ddr5,DIMM
4940,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,4940,ddr4,DIMM
4941,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,4941,ddr4,DIMM
4942,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,4942,ddr4,DIMM
4943,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,4943,ddr4,DIMM
4944,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,4944,ddr4,DIMM
4945,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,4945,ddr5,DIMM
4946,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,4946,ddr5,DIMM
4947,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4947,ddr4,DIMM
4948,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,4948,ddr4,DIMM
4949,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,4949,ddr4,DIMM
4950,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,4950,ddr4,DIMM
4951,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,4951,ddr5,DIMM
4952,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,4952,ddr5,DIMM
4953,Corsair Vengeance 16 GB,2,intel,9,False,3.06,4953,ddr4,DIMM
4954,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,4954,ddr4,DIMM
4955,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,4955,ddr5,DIMM
4956,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,4956,ddr4,DIMM
4957,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,4957,ddr4,DIMM
4958,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,4958,ddr4,DIMM
4959,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,4959,ddr4,DIMM
4960,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,4960,ddr4,DIMM
4961,Crucial Ballistix 64 GB,2,intel,16,False,6.14,4961,ddr5,DIMM
4962,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,4962,ddr4,DIMM
4963,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,4963,ddr5,DIMM
4964,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,4964,ddr4,DIMM
4965,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,4965,ddr4,DIMM
4966,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,4966,ddr4,DIMM
4967,Patriot Signature 1 GB,2,intel,6,False,6.14,4967,ddr5,DIMM
4968,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,4968,ddr5,DIMM
4969,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,4969,ddr4,DIMM
4970,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,4970,ddr5,DIMM
4971,G.Skill Aegis 4 GB,2,intel,15,False,6.14,4971,ddr5,DIMM
4972,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,4972,ddr5,DIMM
4973,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,4973,ddr4,DIMM
4974,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,4974,ddr5,DIMM
4975,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,4975,ddr5,DIMM
4976,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,4976,ddr5,DIMM
4977,Crucial Ballistix 16 GB,2,intel,15,False,3.06,4977,ddr4,DIMM
4978,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4978,ddr5,DIMM
4979,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,4979,ddr4,DIMM
4980,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,4980,ddr4,DIMM
4981,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,4981,ddr5,DIMM
4982,Team Elite 8 GB,4,amd,22,True,3.06,4982,ddr4,DIMM
4983,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4983,ddr4,DIMM
4984,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,4984,ddr5,DIMM
4985,Crucial Ballistix 32 GB,2,intel,16,False,6.14,4985,ddr5,DIMM
4986,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,4986,ddr5,DIMM
4987,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,4987,ddr4,DIMM
4988,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,4988,ddr5,DIMM
4989,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,4989,ddr5,DIMM
4990,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,4990,ddr5,DIMM
4991,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,4991,ddr4,DIMM
4992,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,4992,ddr5,DIMM
4993,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,4993,ddr5,DIMM
4994,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,4994,ddr4,DIMM
4995,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,4995,ddr4,DIMM
4996,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,4996,ddr4,DIMM
4997,Crucial Ballistix 16 GB,2,intel,16,False,3.06,4997,ddr4,DIMM
4998,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,4998,ddr4,DIMM
4999,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,4999,ddr5,DIMM
5000,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5000,ddr4,DIMM
5001,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5001,ddr4,DIMM
5002,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5002,ddr4,DIMM
5003,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,5003,ddr4,DIMM
5004,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5004,ddr5,DIMM
5005,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5005,ddr4,DIMM
5006,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5006,ddr4,DIMM
5007,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,5007,ddr5,DIMM
5008,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,5008,ddr5,DIMM
5009,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5009,ddr4,DIMM
5010,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5010,ddr5,DIMM
5011,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,5011,ddr4,DIMM
5012,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,5012,ddr5,DIMM
5013,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,5013,ddr4,DIMM
5014,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5014,ddr4,DIMM
5015,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5015,ddr5,DIMM
5016,G.Skill Aegis 16 GB,2,intel,16,False,3.06,5016,ddr4,DIMM
5017,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5017,ddr4,DIMM
5018,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,5018,ddr5,DIMM
5019,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,5019,ddr5,DIMM
5020,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5020,ddr4,DIMM
5021,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5021,ddr4,DIMM
5022,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5022,ddr5,DIMM
5023,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5023,ddr4,DIMM
5024,G.Skill Aegis 8 GB,2,intel,16,False,3.06,5024,ddr4,DIMM
5025,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,5025,ddr4,DIMM
5026,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5026,ddr5,DIMM
5027,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,5027,ddr5,DIMM
5028,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5028,ddr4,DIMM
5029,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5029,ddr4,DIMM
5030,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,5030,ddr4,DIMM
5031,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,5031,ddr4,DIMM
5032,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5032,ddr5,DIMM
5033,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5033,ddr4,DIMM
5034,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5034,ddr4,DIMM
5035,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,5035,ddr4,DIMM
5036,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,5036,ddr5,DIMM
5037,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5037,ddr4,DIMM
5038,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,5038,ddr4,DIMM
5039,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,5039,ddr5,DIMM
5040,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,5040,ddr4,DIMM
5041,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,5041,ddr4,DIMM
5042,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5042,ddr4,DIMM
5043,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,5043,ddr4,DIMM
5044,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5044,ddr4,DIMM
5045,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,5045,ddr5,DIMM
5046,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,5046,ddr5,DIMM
5047,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,5047,ddr4,DIMM
5048,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,5048,ddr4,DIMM
5049,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,5049,ddr4,DIMM
5050,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,5050,ddr4,DIMM
5051,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,5051,ddr5,DIMM
5052,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5052,ddr5,DIMM
5053,Corsair Vengeance 16 GB,2,intel,9,False,3.06,5053,ddr4,DIMM
5054,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,5054,ddr4,DIMM
5055,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,5055,ddr5,DIMM
5056,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,5056,ddr4,DIMM
5057,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,5057,ddr4,DIMM
5058,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,5058,ddr4,DIMM
5059,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,5059,ddr4,DIMM
5060,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,5060,ddr4,DIMM
5061,Crucial Ballistix 64 GB,2,intel,16,False,6.14,5061,ddr5,DIMM
5062,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,5062,ddr4,DIMM
5063,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,5063,ddr5,DIMM
5064,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,5064,ddr4,DIMM
5065,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,5065,ddr4,DIMM
5066,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5066,ddr4,DIMM
5067,Patriot Signature 1 GB,2,intel,6,False,6.14,5067,ddr5,DIMM
5068,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,5068,ddr5,DIMM
5069,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,5069,ddr4,DIMM
5070,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,5070,ddr5,DIMM
5071,G.Skill Aegis 4 GB,2,intel,15,False,6.14,5071,ddr5,DIMM
5072,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,5072,ddr5,DIMM
5073,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,5073,ddr4,DIMM
5074,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,5074,ddr5,DIMM
5075,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,5075,ddr5,DIMM
5076,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,5076,ddr5,DIMM
5077,Crucial Ballistix 16 GB,2,intel,15,False,3.06,5077,ddr4,DIMM
5078,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5078,ddr5,DIMM
5079,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,5079,ddr4,DIMM
5080,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5080,ddr4,DIMM
5081,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,5081,ddr5,DIMM
5082,Team Elite 8 GB,4,amd,22,True,3.06,5082,ddr4,DIMM
5083,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5083,ddr4,DIMM
5084,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,5084,ddr5,DIMM
5085,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5085,ddr5,DIMM
5086,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,5086,ddr5,DIMM
5087,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5087,ddr4,DIMM
5088,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,5088,ddr5,DIMM
5089,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,5089,ddr5,DIMM
5090,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5090,ddr5,DIMM
5091,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5091,ddr4,DIMM
5092,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,5092,ddr5,DIMM
5093,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,5093,ddr5,DIMM
5094,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5094,ddr4,DIMM
5095,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5095,ddr4,DIMM
5096,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,5096,ddr4,DIMM
5097,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5097,ddr4,DIMM
5098,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,5098,ddr4,DIMM
5099,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,5099,ddr5,DIMM
5100,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5100,ddr4,DIMM
5101,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5101,ddr4,DIMM
5102,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5102,ddr4,DIMM
5103,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,5103,ddr4,DIMM
5104,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5104,ddr5,DIMM
5105,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5105,ddr4,DIMM
5106,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,5106,ddr4,DIMM
5107,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,5107,ddr5,DIMM
5108,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,5108,ddr5,DIMM
5109,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5109,ddr4,DIMM
5110,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,5110,ddr5,DIMM
5111,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,5111,ddr4,DIMM
5112,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,5112,ddr5,DIMM
5113,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,5113,ddr4,DIMM
5114,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,5114,ddr4,DIMM
5115,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5115,ddr5,DIMM
5116,G.Skill Aegis 16 GB,2,intel,16,False,3.06,5116,ddr4,DIMM
5117,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5117,ddr4,DIMM
5118,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,5118,ddr5,DIMM
5119,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,5119,ddr5,DIMM
5120,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,5120,ddr4,DIMM
5121,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,5121,ddr4,DIMM
5122,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5122,ddr5,DIMM
5123,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,5123,ddr4,DIMM
5124,G.Skill Aegis 8 GB,2,intel,16,False,3.06,5124,ddr4,DIMM
5125,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,5125,ddr4,DIMM
5126,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,5126,ddr5,DIMM
5127,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,5127,ddr5,DIMM
5128,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5128,ddr4,DIMM
5129,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5129,ddr4,DIMM
5130,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,5130,ddr4,DIMM
5131,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,5131,ddr4,DIMM
5132,Crucial Ballistix 32 GB,2,intel,16,False,6.14,5132,ddr5,DIMM
5133,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,5133,ddr4,DIMM
5134,Crucial Ballistix 16 GB,2,intel,16,False,3.06,5134,ddr4,DIMM
5135,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,5135,ddr4,DIMM
5136,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,5136,ddr5,DIMM
5137,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,5137,ddr4,DIMM
5138,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,5138,ddr4,DIMM
5139,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,5139,ddr5,DIMM
5140,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,5140,ddr4,DIMM
5141,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,5141,ddr4,DIMM
5142,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,5142,ddr4,DIMM
5143,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,5143,ddr4,DIMM
5144,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,5144,ddr4,DIMM
5145,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,5145,ddr5,DIMM
5146,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,5146,ddr5,DIMM
5147,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,5147,ddr4,DIMM
5148,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,5148,ddr4,DIMM
5149,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,5149,ddr4,DIMM
5150,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,5150,ddr4,DIMM
5151,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,5151,ddr5,DIMM
5152,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,5152,ddr5,DIMM
5153,Corsair Vengeance 16 GB,2,intel,9,False,3.06,5153,ddr4,DIMM
5154,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,5154,ddr4,DIMM
