,name,ModelNumber,ecc_Compatability,wattage,dimm_slot,memory_type,pci_express_slot_type,quantity
2193,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,3,4,2
2194,NZXT N7 B550,1216,FALSE,65,1,4,4,2
2195,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,5,2,3
2196,MSI Z590-A PRO,1216,FALSE,65,2,2,2,2
2197,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,4,2,3
2198,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,2,1,2
2199,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,2,3,2
2200,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,3,4,3
2201,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,4,1,3
2202,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,4,3,2
2203,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,4,2,3
2204,ASRock B450M Pro4,1216,FALSE,65,2,5,3,1
2205,MSI Z490-A PRO,1216,FALSE,65,2,2,2,3
2206,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,4,2,3
2207,MSI B550-A PRO,1216,FALSE,65,2,3,1,2
2208,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,4,3,2
2209,Gigabyte B450M DS3H V2,1216,FALSE,65,2,2,2,2
2210,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,2,3,2
2211,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,3,3,2
2212,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,4,2,1
2213,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,1,1,1
2214,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,4,1,1
2215,Gigabyte B460M DS3H,1216,FALSE,65,1,2,3,3
2216,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,1,3,1
2217,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,1,1
2218,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,1,2,2
2219,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,1,2,1
2220,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,4,3,3
2221,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,2,1,2
2222,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,1,2,1
2223,Asus PRIME B560M-A,1216,FALSE,65,1,3,2,1
2224,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,5,4,2
2225,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,4,1,1
2226,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,1,4,1
2227,ASRock B450 Steel Legend,1216,FALSE,65,1,4,1,3
2228,Asus PRIME Z390-A,1216,FALSE,65,1,3,1,2
2229,Asus PRIME Z490-A,1216,FALSE,65,1,5,2,1
2230,Asus PRIME B460-PLUS,1216,FALSE,65,1,2,4,1
2231,Gigabyte B550M DS3H,1216,FALSE,65,1,4,3,2
2232,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,4,1,2
2233,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,1,2,1
2234,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,4,2,3
2235,Asus PRIME X570-PRO,1216,FALSE,65,2,4,4,3
2236,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,4,3,1
2237,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,2,3,1
2238,MSI Z390-A PRO,1216,FALSE,65,1,5,2,1
2239,Asus PRIME H410M-E,1216,FALSE,65,1,4,1,2
2240,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,2,4,2
2241,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,1,3,3,3
2242,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,5,1,2
2243,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,1,1,3
2244,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,3,2,3
2245,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,1,4,3
2246,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,4,3,2
2247,ASRock B550M Pro4,1216,FALSE,65,2,4,2,1
2248,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,4,1,1
2249,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,2,5,3,2
2250,Asus PRIME A320M-K,1216,FALSE,65,1,1,1,2
2251,Gigabyte B365M DS3H,1216,FALSE,65,1,3,2,3
2252,Asus PRIME B460M-A,1216,FALSE,65,1,2,3,1
2253,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,2,4,1
2254,Gigabyte Z490 VISION G,1216,FALSE,65,2,5,2,3
2255,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,5,1,1
2256,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,5,3,1
2257,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,3,3,3
2258,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,4,4,2
2259,ASRock B450M-HDV R4.0,1216,FALSE,65,1,3,2,3
2260,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,1,4,1
2261,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,5,3,2
2262,ASRock B560M Pro4,1216,FALSE,65,1,5,2,3
2263,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,5,3,2
2264,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,1,2,1
2265,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,2,1,3
2266,Asus PRIME Z490-P,1216,FALSE,65,2,3,2,1
2267,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,1,2,2,3
2268,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,2,3,3
2269,ASRock B560M-HDV,1216,FALSE,65,2,5,1,1
2270,Asus PRIME B560-PLUS,1216,FALSE,65,2,3,3,1
2271,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,5,1,2
2272,Gigabyte B550 VISION D-P,1216,FALSE,65,2,4,2,2
2273,MSI A320M-A PRO,1216,FALSE,65,1,5,3,2
2274,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,5,4,1
2275,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,3,2,2
2276,MSI MEG X570 UNIFY,1216,FALSE,65,1,5,2,1
2277,ASRock B450 Pro4,1216,FALSE,65,1,1,3,2
2278,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,1,3,2
2279,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,3,2,2
2280,Gigabyte B450 AORUS M,1216,FALSE,65,1,1,1,1
2281,ASRock B450M Steel Legend,1216,FALSE,65,2,2,2,3
2282,Gigabyte B560M DS3H,1216,FALSE,65,1,4,2,1
2283,ASRock A320M-HDV R4.0,1216,FALSE,65,1,3,2,2
2284,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,2,4,2
2285,MSI B450-A PRO MAX,1216,FALSE,65,1,4,4,2
2286,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,5,2,2
2287,ASRock B550M-ITX/ac,1216,FALSE,65,2,5,2,3
2288,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,1,2,3,2
2289,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,1,1,3
2290,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,5,4,2
2291,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,5,2,3
2292,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,3,3,1
2293,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,4,2,1
2294,NZXT N7 B550,1216,FALSE,65,1,4,2,1
2295,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,4,1,2
2296,MSI Z590-A PRO,1216,FALSE,65,1,4,1,3
2297,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,2,2,3,3
2298,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,3,3,2
2299,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,1,3,3
2300,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,3,2,2
2301,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,2,2,1
2302,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,5,2,1
2303,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,4,3,3
2304,ASRock B450M Pro4,1216,FALSE,65,1,4,2,3
2305,MSI Z490-A PRO,1216,FALSE,65,1,3,3,2
2306,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,3,4,3
2307,MSI B550-A PRO,1216,FALSE,65,1,4,1,2
2308,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,4,1,2
2309,Gigabyte B450M DS3H V2,1216,FALSE,65,1,1,4,1
2310,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,3,4,2
2311,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,1,3,1
2312,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,3,2,2
2313,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,5,1,3
2314,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,5,4,2
2315,Gigabyte B460M DS3H,1216,FALSE,65,1,4,2,3
2316,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,3,4,3
2317,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,5,3,1
2318,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,4,2,1
2319,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,1,4,2
2320,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,4,2,3
2321,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,5,2,3
2322,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,4,1,1
2323,Asus PRIME B560M-A,1216,FALSE,65,1,4,2,3
2324,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,1,3,2
2325,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,3,4,2
2326,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,3,1,3
2327,ASRock B450 Steel Legend,1216,FALSE,65,1,3,2,3
2328,Asus PRIME Z390-A,1216,FALSE,65,1,1,2,3
2329,Asus PRIME Z490-A,1216,FALSE,65,2,2,4,2
2330,Asus PRIME B460-PLUS,1216,FALSE,65,1,4,3,2
2331,Gigabyte B550M DS3H,1216,FALSE,65,1,5,3,2
2332,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,2,3,3
2333,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,1,1,2
2334,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,1,3,1
2335,Asus PRIME X570-PRO,1216,FALSE,65,1,4,2,1
2336,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,1,3,3
2337,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,2,2,1
2338,MSI Z390-A PRO,1216,FALSE,65,1,3,4,3
2339,Asus PRIME H410M-E,1216,FALSE,65,2,1,3,3
2340,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,5,1,1
2341,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,3,4,1
2342,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,5,2,1
2343,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,1,3,3,2
2344,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,4,3,3
2345,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,3,3,2
2346,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,5,1,2
2347,ASRock B550M Pro4,1216,FALSE,65,1,5,3,1
2348,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,3,3,3
2349,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,2,5,3,1
2350,Asus PRIME A320M-K,1216,FALSE,65,1,1,1,1
2351,Gigabyte B365M DS3H,1216,FALSE,65,1,3,3,1
2352,Asus PRIME B460M-A,1216,FALSE,65,2,1,4,3
2353,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,1,4,2
2354,Gigabyte Z490 VISION G,1216,FALSE,65,1,4,2,2
2355,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,2,3,2
2356,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,3,3,2
2357,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,4,4,3
2358,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,4,2,2
2359,ASRock B450M-HDV R4.0,1216,FALSE,65,2,3,1,3
2360,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,5,2,2
2361,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,1,4,2
2362,ASRock B560M Pro4,1216,FALSE,65,1,3,3,1
2363,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,5,1,3
2364,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,4,1,2
2365,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,4,3,1
2366,Asus PRIME Z490-P,1216,FALSE,65,2,3,1,2
2367,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,2,3,3
2368,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,1,3,1
2369,ASRock B560M-HDV,1216,FALSE,65,2,5,2,2
2370,Asus PRIME B560-PLUS,1216,FALSE,65,1,4,3,2
2371,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,3,4,1
2372,Gigabyte B550 VISION D-P,1216,FALSE,65,2,1,2,2
2373,MSI A320M-A PRO,1216,FALSE,65,1,1,3,1
2374,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,3,3,3
2375,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,4,2,2
2376,MSI MEG X570 UNIFY,1216,FALSE,65,1,3,3,1
2377,ASRock B450 Pro4,1216,FALSE,65,1,4,2,3
2378,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,5,1,2
2379,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,2,2,1
2380,Gigabyte B450 AORUS M,1216,FALSE,65,1,5,1,2
2381,ASRock B450M Steel Legend,1216,FALSE,65,2,3,1,1
2382,Gigabyte B560M DS3H,1216,FALSE,65,1,4,2,2
2383,ASRock A320M-HDV R4.0,1216,FALSE,65,2,5,4,2
2384,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,2,3,3
2385,MSI B450-A PRO MAX,1216,FALSE,65,1,4,2,1
2386,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,3,2,2
2387,ASRock B550M-ITX/ac,1216,FALSE,65,2,4,3,1
2388,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,5,4,1
2389,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,5,4,3
2390,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,3,2,2
2391,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,1,3,1
2392,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,2,3,3
2393,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,3,1,3
2394,NZXT N7 B550,1216,FALSE,65,2,5,4,3
2395,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,4,1,3
2396,MSI Z590-A PRO,1216,FALSE,65,1,1,3,1
2397,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,2,3,4,2
2398,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,3,1,2
2399,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,1,1,3
2400,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,1,4,3
2401,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,2,2,3
2402,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,1,2,3
2403,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,5,2,1
2404,ASRock B450M Pro4,1216,FALSE,65,1,2,2,1
2405,MSI Z490-A PRO,1216,FALSE,65,1,5,1,1
2406,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,1,2,2
2407,MSI B550-A PRO,1216,FALSE,65,2,5,2,3
2408,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,4,2,1
2409,Gigabyte B450M DS3H V2,1216,FALSE,65,2,1,1,3
2410,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,5,3,3
2411,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,2,4,3
2412,MSI B550M PRO-VDH WIFI,1216,FALSE,65,2,5,2,3
2413,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,3,1,1
2414,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,2,2,3
2415,Gigabyte B460M DS3H,1216,FALSE,65,2,5,2,1
2416,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,1,3,3
2417,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,2,2,3
2418,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,5,4,3
2419,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,1,4,2
2420,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,5,1,1
2421,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,1,3,3
2422,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,5,4,3
2423,Asus PRIME B560M-A,1216,FALSE,65,1,1,3,1
2424,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,3,4,2
2425,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,1,1,1
2426,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,3,3,3
2427,ASRock B450 Steel Legend,1216,FALSE,65,2,2,1,3
2428,Asus PRIME Z390-A,1216,FALSE,65,1,4,1,1
2429,Asus PRIME Z490-A,1216,FALSE,65,1,4,2,2
2430,Asus PRIME B460-PLUS,1216,FALSE,65,2,4,2,1
2431,Gigabyte B550M DS3H,1216,FALSE,65,1,1,2,1
2432,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,1,3,3,3
2433,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,3,4,3
2434,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,3,3,2
2435,Asus PRIME X570-PRO,1216,FALSE,65,2,2,4,1
2436,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,2,2,1
2437,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,3,4,2
2438,MSI Z390-A PRO,1216,FALSE,65,2,2,4,1
2439,Asus PRIME H410M-E,1216,FALSE,65,1,5,1,1
2440,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,3,1,1
2441,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,1,3,1
2442,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,5,2,3
2443,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,2,3,3
2444,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,5,2,1
2445,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,4,4,1
2446,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,4,2,3
2447,ASRock B550M Pro4,1216,FALSE,65,1,4,4,2
2448,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,1,1,2
2449,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,1,1,1
2450,Asus PRIME A320M-K,1216,FALSE,65,2,5,4,1
2451,Gigabyte B365M DS3H,1216,FALSE,65,2,1,2,1
2452,Asus PRIME B460M-A,1216,FALSE,65,2,5,3,1
2453,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,1,4,3
2454,Gigabyte Z490 VISION G,1216,FALSE,65,1,3,1,2
2455,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,2,1,3
2456,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,4,1,3
2457,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,4,1,1
2458,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,3,4,2
2459,ASRock B450M-HDV R4.0,1216,FALSE,65,2,5,3,1
2460,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,2,3,2
2461,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,5,3,2
2462,ASRock B560M Pro4,1216,FALSE,65,2,2,4,3
2463,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,2,4,2
2464,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,4,4,3
2465,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,3,3,2
2466,Asus PRIME Z490-P,1216,FALSE,65,1,1,4,2
2467,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,5,3,3
2468,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,3,4,2
2469,ASRock B560M-HDV,1216,FALSE,65,2,3,4,2
2470,Asus PRIME B560-PLUS,1216,FALSE,65,1,4,3,2
2471,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,4,2,3
2472,Gigabyte B550 VISION D-P,1216,FALSE,65,2,2,1,2
2473,MSI A320M-A PRO,1216,FALSE,65,2,2,1,3
2474,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,4,1,3
2475,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,4,2,1
2476,MSI MEG X570 UNIFY,1216,FALSE,65,2,4,1,2
2477,ASRock B450 Pro4,1216,FALSE,65,2,1,4,2
2478,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,1,1,2
2479,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,2,3,2
2480,Gigabyte B450 AORUS M,1216,FALSE,65,2,3,3,1
2481,ASRock B450M Steel Legend,1216,FALSE,65,2,1,2,2
2482,Gigabyte B560M DS3H,1216,FALSE,65,2,4,2,2
2483,ASRock A320M-HDV R4.0,1216,FALSE,65,1,5,3,1
2484,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,2,1,2
2485,MSI B450-A PRO MAX,1216,FALSE,65,2,4,3,1
2486,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,3,1,2
2487,ASRock B550M-ITX/ac,1216,FALSE,65,2,4,1,2
2488,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,1,4,1
2489,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,3,4,2
2490,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,3,2,3
2491,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,5,1,1
2492,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,5,2,3
2493,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,4,3,2
2494,NZXT N7 B550,1216,FALSE,65,1,4,4,1
2495,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,1,2,3
2496,MSI Z590-A PRO,1216,FALSE,65,2,2,4,2
2497,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,3,2,2
2498,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,1,1,2
2499,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,2,3,1
2500,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,4,1,2
2501,MSI B450 TOMAHAWK MAX,1216,FALSE,65,1,3,4,2
2502,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,1,3,3
2503,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,3,1,2
2504,ASRock B450M Pro4,1216,FALSE,65,1,3,1,1
2505,MSI Z490-A PRO,1216,FALSE,65,1,3,1,1
2506,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,1,4,2
2507,MSI B550-A PRO,1216,FALSE,65,1,4,3,1
2508,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,1,2,1
2509,Gigabyte B450M DS3H V2,1216,FALSE,65,2,3,3,2
2510,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,2,2,2
2511,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,2,3,2
2512,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,4,4,2
2513,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,2,1,1
2514,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,5,1,3
2515,Gigabyte B460M DS3H,1216,FALSE,65,1,2,2,2
2516,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,1,4,2,2
2517,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,2,2,3
2518,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,2,3,3
2519,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,1,4,1
2520,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,3,3,2
2521,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,5,2,2
2522,Asus ROG Strix X570-I Gaming,1216,FALSE,65,1,5,4,1
2523,Asus PRIME B560M-A,1216,FALSE,65,1,1,1,2
2524,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,4,4,2
2525,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,2,2,3
2526,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,4,3,2
2527,ASRock B450 Steel Legend,1216,FALSE,65,1,1,1,2
2528,Asus PRIME Z390-A,1216,FALSE,65,2,1,1,3
2529,Asus PRIME Z490-A,1216,FALSE,65,1,1,3,3
2530,Asus PRIME B460-PLUS,1216,FALSE,65,1,3,1,3
2531,Gigabyte B550M DS3H,1216,FALSE,65,1,5,4,1
2532,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,1,1,2
2533,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,4,2,3
2534,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,2,2,2
2535,Asus PRIME X570-PRO,1216,FALSE,65,1,1,4,3
2536,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,5,2,2
2537,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,1,3,1
2538,MSI Z390-A PRO,1216,FALSE,65,1,2,1,3
2539,Asus PRIME H410M-E,1216,FALSE,65,1,1,3,2
2540,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,3,3,3
2541,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,5,1,3
2542,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,1,2,1
2543,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,1,3,3
2544,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,3,2,3
2545,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,2,3,3
2546,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,5,3,1
2547,ASRock B550M Pro4,1216,FALSE,65,2,5,3,3
2548,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,2,3,1
2549,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,1,1,1
